    5.0328   -74.5485
    5.4745   -72.3730
    5.4848   -73.9155
    5.5178   -73.4487
    5.5782   -74.4594
    5.6067   -73.7843
    5.6220   -73.9045
    5.6273   -73.1265
    5.6685   -73.5169
    5.7044   -73.8404
    5.7048   -74.2231
    5.7412   -73.6296
    5.7918   -73.5239
    5.9173   -73.3991
    5.9208   -73.7640
    5.9333   -73.3823
    6.0048   -73.5979
    6.0300   -73.9406
    6.0327   -73.9126
    6.0436   -73.4421
    6.0846   -73.9243
    6.0967   -74.0652
    6.1409   -73.0400
    6.1441   -73.3076
    6.2280   -73.9939
    6.2470   -73.3597
    6.2824   -73.3203
    6.2994   -73.6588
    6.3203   -74.1326
    6.3217   -74.0659
    6.3357   -73.5944
    6.3651   -73.8089
    6.3660   -73.5385
    6.4895   -74.2449
    6.5090   -73.9241
    6.5255   -73.8998
    6.5478   -73.6251
    6.5777   -73.5406
    6.6398   -74.3479
    6.6817   -73.5434
    6.6842   -72.7764
    6.6941   -73.1114
    6.8441   -73.5233
    6.8524   -73.2656
    6.9028   -73.7614
    6.9353   -74.0820
    7.0055   -74.0814
    7.0070   -73.4098
    7.0598   -73.8656
    7.0811   -73.9257
    7.1029   -72.4769
    7.1135   -70.8522
    7.1260   -74.3841
    7.1622   -74.1250
    7.1691   -73.6001
    7.2870   -72.8861
    7.3249   -74.3290
    7.3318   -74.0503
    7.3490   -73.9509
    7.3956   -73.7213
    7.4366   -73.7708
    7.4550   -74.0917
    7.4882   -74.0147
    7.5374   -73.4033
    7.5496   -73.7353
    7.5676   -73.4199
    7.6150   -73.4573
    7.6454   -72.9861
    7.6846   -73.4696
    7.6886   -74.0148
    7.6942   -73.6315
    7.7956   -73.0916
    7.8056   -73.4836
    7.8680   -72.7554
    7.8936   -72.8739
    7.8983   -73.8822
    7.9154   -72.6763
    7.9768   -72.9402
    7.9908   -73.6258
    8.0252   -73.7552
    8.2743   -72.9232
    8.2856   -73.8680
    8.3107   -73.2004
    8.3339   -73.7365
    8.3466   -73.6806
    8.3825   -73.6336
    8.3921   -72.7627
    8.4078   -73.5276
    8.4885   -73.9938
    8.5358   -73.8296
    8.5410   -73.1638
    8.6191   -74.0459
    8.6368   -73.2012
    8.6391   -74.0100
    8.6467   -73.3575
    8.6582   -74.2011
    8.6749   -73.7382
    8.6849   -73.0754
    8.6918   -73.0961
    8.7003   -73.4710
    8.7063   -73.1037
    8.7263   -73.7800
    8.7362   -74.3099
    8.7615   -73.4407
    8.7800   -73.2446
    8.7899   -73.8177
    8.8172   -73.0856
    8.8268   -73.3699
    8.8879   -73.5200
    8.9024   -73.6015
    8.9226   -73.6710
    8.9260   -74.1148
    8.9263   -73.0138
    8.9278   -73.8669
    8.9369   -73.4405
    8.9585   -73.1027
    8.9651   -74.0622
    8.9914   -72.9705
    8.9943   -73.4825
    9.0428   -73.9446
    9.0466   -73.7506
    9.0573   -73.9853
    9.0755   -73.7736
    9.1118   -73.7268
    9.1347   -74.0753
    9.2332   -73.0733
    9.2543   -74.2484
    9.3287   -74.1472
    9.3603   -73.9356
    9.3707   -73.9667
    9.3795   -73.7652
    9.3843   -74.0638
    9.3976   -74.1332
    9.3984   -74.5788
    9.4198   -74.2066
    9.4207   -73.7182
    9.4236   -74.7588
    9.4340   -74.7987
    9.4351   -74.2469
    9.4896   -74.0476
    9.4950   -73.1733
    9.5040   -74.1617
    9.5043   -73.5758
    9.5481   -73.4169
    9.5578   -73.7323
    9.5665   -73.9781
    9.5707   -73.8147
    9.6019   -73.8820
    9.6490   -73.9567
    9.6585   -74.4582
    9.6862   -72.7869
    9.7379   -73.8132
    9.7432   -73.9951
    9.7437   -73.8089
    9.7679   -73.2813
    9.7715   -72.7868
    9.7868   -72.9777
    9.7938   -72.7155
    9.8379   -73.7799
    9.8710   -73.6991
    9.8784   -74.2634
    9.9021   -73.6512
    9.9033   -73.5818
    9.9276   -72.9460
    9.9276   -74.4658
    9.9328   -74.3457
    9.9512   -73.9154
    9.9563   -74.5182
    9.9587   -73.4993
    9.9872   -73.0218
   10.0000   -73.9268
   10.0002   -73.4991
   10.0357   -72.6919
   10.0389   -74.3543
   10.0567   -73.6937
   10.0596   -74.1106
   10.0831   -73.0146
   10.0916   -73.4616
   10.1023   -73.8788
   10.1139   -73.2071
   10.1153   -73.2043
   10.1182   -72.8189
   10.1204   -72.8780
   10.1246   -73.1927
   10.1260   -73.0818
   10.1590   -74.0523
   10.1707   -73.9452
   10.1732   -73.3407
   10.1884   -74.1047
   10.1965   -74.0900
   10.2074   -73.2877
   10.2084   -74.0751
   10.2152   -73.2556
   10.2268   -74.2304
   10.2396   -74.7095
   10.2510   -73.8812
   10.2555   -73.9324
   10.2745   -73.4151
   10.2758   -72.7166
   10.2822   -73.2544
   10.2934   -72.5549
   10.2949   -73.8134
   10.2957   -73.8286
   10.3100   -73.5430
   10.3131   -73.0897
   10.3160   -72.5792
   10.3333   -74.0098
   10.3377   -73.2566
   10.3501   -73.3612
   10.3603   -73.0769
   10.3664   -73.2214
   10.4126   -73.0154
   10.4228   -74.2026
   10.4273   -74.3699
   10.4362   -73.2426
   10.4390   -72.9996
   10.4423   -73.2375
   10.4522   -73.2948
   10.4611   -73.1722
   10.4689   -73.4239
   10.4699   -72.7422
   10.4715   -73.1626
   10.4816   -73.1347
   10.4846   -72.9443
   10.4943   -74.1540
   10.4980   -73.0796
   10.4981   -73.4370
   10.5004   -73.3386
   10.5206   -73.6416
   10.5242   -73.0421
   10.5252   -73.0615
   10.5258   -73.2994
   10.5340   -72.9525
