   305.748    -42.408
   306.064    -44.575
   305.721    -43.053
   305.809    -43.515
   305.573    -42.519
   305.703    -43.187
   305.672    -43.069
   305.836    -43.838
   305.736    -43.454
   305.655    -43.136
   305.575    -42.758
   305.685    -43.346
   305.687    -43.453
   305.664    -43.581
   305.589    -43.221
   305.662    -43.599
   305.590    -43.388
   305.512    -43.050
   305.517    -43.078
   305.606    -43.544
   305.495    -43.069
   305.463    -42.930
   305.649    -43.946
   305.594    -43.681
   305.428    -43.005
   305.543    -43.634
   305.537    -43.675
   305.465    -43.340
   305.367    -42.872
   305.379    -42.938
   305.463    -43.405
   305.411    -43.194
   305.462    -43.462
   305.284    -42.767
   305.336    -43.085
   305.334    -43.110
   305.376    -43.383
   305.380    -43.468
   305.210    -42.670
   305.339    -43.469
   305.480    -44.229
   305.414    -43.898
   305.280    -43.495
   305.323    -43.751
   305.216    -43.261
   305.148    -42.944
   305.122    -42.947
   305.237    -43.613
   305.138    -43.163
   305.120    -43.104
   305.360    -44.543
   305.649    -46.155
   305.027    -42.651
   305.057    -42.909
   305.141    -43.430
   305.214    -44.143
   304.964    -42.712
   305.006    -42.989
   305.015    -43.088
   305.034    -43.318
   305.011    -43.270
   304.953    -42.952
   304.953    -43.029
   305.030    -43.638
   304.973    -43.309
   305.015    -43.623
   304.991    -43.587
   305.052    -44.056
   304.962    -43.577
   304.878    -43.035
   304.934    -43.416
   304.976    -43.956
   304.913    -43.567
   304.997    -44.293
   304.969    -44.176
   304.818    -43.173
   304.989    -44.373
   304.925    -44.112
   304.820    -43.431
   304.788    -43.303
   304.806    -44.138
   304.674    -43.198
   304.754    -43.863
   304.673    -43.331
   304.675    -43.386
   304.668    -43.434
   304.780    -44.301
   304.672    -43.540
   304.581    -43.078
   304.584    -43.243
   304.667    -43.906
   304.525    -43.030
   304.624    -43.872
   304.522    -43.066
   304.600    -43.716
   304.492    -42.876
   304.542    -43.338
   304.620    -43.998
   304.615    -43.978
   304.565    -43.604
   304.608    -43.970
   304.517    -43.297
   304.450    -42.770
   304.545    -43.636
   304.561    -43.832
   304.488    -43.261
   304.565    -43.991
   304.527    -43.708
   304.486    -43.560
   304.470    -43.479
   304.455    -43.411
   304.402    -42.968
   304.530    -44.066
   304.430    -43.216
   304.476    -43.641
   304.507    -43.978
   304.394    -43.022
   304.509    -44.110
   304.448    -43.600
   304.378    -43.141
   304.398    -43.334
   304.368    -43.101
   304.384    -43.312
   304.375    -43.359
   304.329    -43.013
   304.399    -44.014
   304.266    -42.842
   304.249    -42.945
   304.259    -43.157
   304.251    -43.126
   304.269    -43.327
   304.237    -43.029
   304.225    -42.960
   304.180    -42.516
   304.209    -42.887
   304.258    -43.375
   304.153    -42.337
   304.146    -42.297
   304.199    -42.848
   304.199    -43.047
   304.283    -43.920
   304.182    -42.934
   304.240    -43.518
   304.238    -43.678
   304.204    -43.363
   304.177    -43.118
   304.191    -43.281
   304.172    -43.215
   304.147    -43.141
   304.097    -42.641
   304.244    -44.309
   304.127    -43.286
   304.108    -43.105
   304.125    -43.290
   304.164    -43.817
   304.208    -44.311
   304.184    -44.121
   304.206    -44.382
   304.092    -43.321
   304.086    -43.402
   304.034    -42.839
   304.078    -43.451
   304.084    -43.520
   304.130    -44.155
   303.999    -42.638
   304.007    -42.758
   304.037    -43.188
   303.984    -42.586
   304.069    -43.603
   304.099    -44.080
   304.017    -43.177
   304.053    -43.604
   304.108    -44.411
   303.967    -42.751
