00 20 07.87 -74 32 54.7
00 21 53.89 -72 22 22.7
00 21 56.36 -73 54 55.9
00 22 04.27 -73 26 55.2
00 22 18.76 -74 27 33.8
00 22 25.60 -73 47 03.5
00 22 29.29 -73 54 16.3
00 22 30.54 -73 07 35.5
00 22 40.45 -73 31 00.7
00 22 49.05 -73 50 25.5
00 22 49.16 -74 13 23.1
00 22 57.88 -73 37 46.7
00 23 10.02 -73 31 26.2
00 23 40.14 -73 23 56.8
00 23 40.99 -73 45 50.3
00 23 43.98 -73 22 56.4
00 24 01.15 -73 35 52.6
00 24 07.20 -73 56 26.3
00 24 07.85 -73 54 45.5
00 24 10.46 -73 26 31.6
00 24 20.31 -73 55 27.4
00 24 23.20 -74 03 54.6
00 24 33.82 -73 02 24.0
00 24 34.59 -73 18 27.4
00 24 54.71 -73 59 38.2
00 24 59.29 -73 21 35.1
00 25 07.78 -73 19 13.0
00 25 11.85 -73 39 31.8
00 25 16.87 -74 07 57.5
00 25 17.22 -74 03 57.1
00 25 20.56 -73 35 39.7
00 25 27.62 -73 48 31.9
00 25 27.85 -73 32 18.7
00 25 57.48 -74 14 41.5
00 26 02.16 -73 55 26.9
00 26 06.13 -73 53 59.2
00 26 11.47 -73 37 30.3
00 26 18.66 -73 32 26.3
00 26 33.56 -74 20 52.4
00 26 43.61 -73 32 36.2
00 26 44.21 -72 46 35.2
00 26 46.58 -73 06 41.1
00 27 22.59 -73 31 24.0
00 27 24.58 -73 15 56.0
00 27 36.66 -73 45 41.1
00 27 44.48 -74 04 55.3
00 28 01.33 -74 04 53.1
00 28 01.67 -73 24 35.3
00 28 14.34 -73 51 56.2
00 28 19.47 -73 55 32.5
00 28 24.70 -72 28 37.0
00 28 27.25 -70 51 08.1
00 28 30.25 -74 23 02.7
00 28 38.94 -74 07 29.9
00 28 40.59 -73 36 00.3
00 29 08.87 -72 53 09.9
00 29 17.98 -74 19 44.4
00 29 19.63 -74 03 01.2
00 29 23.76 -73 57 03.3
00 29 34.95 -73 43 16.7
00 29 44.79 -73 46 14.9
00 29 49.19 -74 05 30.2
00 29 57.17 -74 00 53.0
00 30 08.97 -73 24 11.9
00 30 11.91 -73 44 07.0
00 30 16.22 -73 25 11.5
00 30 27.61 -73 27 26.2
00 30 34.89 -72 59 09.9
00 30 44.31 -73 28 10.4
00 30 45.26 -74 00 53.2
00 30 46.61 -73 37 53.3
00 31 10.94 -73 05 29.9
00 31 13.34 -73 29 01.1
00 31 28.31 -72 45 19.5
00 31 34.47 -72 52 26.1
00 31 35.59 -73 52 55.9
00 31 39.69 -72 40 34.7
00 31 54.44 -72 56 24.8
00 31 57.79 -73 37 33.0
00 32 06.06 -73 45 18.8
00 33 05.84 -72 55 23.6
00 33 08.55 -73 52 04.8
00 33 14.57 -73 12 01.4
00 33 20.13 -73 44 11.3
00 33 23.19 -73 40 50.1
00 33 31.81 -73 38 00.9
00 33 34.11 -72 45 45.6
00 33 37.88 -73 31 39.5
00 33 57.23 -73 59 37.8
00 34 08.60 -73 49 46.7
00 34 09.85 -73 09 49.7
00 34 28.58 -74 02 45.2
00 34 32.84 -73 12 04.2
00 34 33.39 -74 00 35.9
00 34 35.20 -73 21 26.9
00 34 37.98 -74 12 03.8
00 34 41.97 -73 44 17.6
00 34 44.37 -73 04 31.3
00 34 46.03 -73 05 45.9
00 34 48.07 -73 28 15.7
00 34 49.51 -73 06 13.2
00 34 54.30 -73 46 47.9
00 34 56.69 -74 18 35.7
00 35 02.77 -73 26 26.5
00 35 07.21 -73 14 40.4
00 35 09.58 -73 49 03.8
00 35 16.14 -73 05 08.2
00 35 18.43 -73 22 11.6
00 35 33.10 -73 31 12.1
00 35 36.58 -73 36 05.4
00 35 41.43 -73 40 15.7
00 35 42.23 -74 06 53.2
00 35 42.30 -73 00 49.8
00 35 42.68 -73 52 00.9
00 35 44.86 -73 26 25.7
00 35 50.05 -73 06 09.7
00 35 51.62 -74 03 43.9
00 35 57.93 -72 58 13.7
00 35 58.62 -73 28 57.1
00 36 10.27 -73 56 40.6
00 36 11.18 -73 45 02.2
00 36 13.75 -73 59 07.0
00 36 18.11 -73 46 24.9
00 36 26.83 -73 43 36.6
00 36 32.33 -74 04 31.0
00 36 55.98 -73 04 23.9
00 37 01.02 -74 14 54.4
00 37 18.89 -74 08 50.0
00 37 26.48 -73 56 08.2
00 37 28.97 -73 58 00.2
00 37 31.09 -73 45 54.9
00 37 32.22 -74 03 49.6
00 37 35.42 -74 07 59.7
00 37 35.61 -74 34 43.6
00 37 40.75 -74 12 23.8
00 37 40.97 -73 43 05.4
00 37 41.67 -74 45 31.5
00 37 44.16 -74 47 55.4
00 37 44.42 -74 14 48.7
00 37 57.50 -74 02 51.2
00 37 58.81 -73 10 24.0
00 38 00.96 -74 09 42.0
00 38 01.04 -73 34 32.9
00 38 11.55 -73 25 00.7
00 38 13.87 -73 43 56.3
00 38 15.95 -73 58 41.2
00 38 16.97 -73 48 52.9
00 38 24.45 -73 52 55.3
00 38 35.77 -73 57 24.0
00 38 38.03 -74 27 29.6
00 38 44.68 -72 47 12.9
00 38 57.09 -73 48 47.7
00 38 58.37 -73 59 42.4
00 38 58.48 -73 48 31.9
00 39 04.30 -73 16 52.6
00 39 05.17 -72 47 12.4
00 39 08.83 -72 58 39.7
00 39 10.52 -72 42 55.9
00 39 21.09 -73 46 47.5
00 39 29.05 -73 41 56.7
00 39 30.82 -74 15 48.4
00 39 36.50 -73 39 04.2
00 39 36.80 -73 34 54.5
00 39 42.62 -72 56 45.6
00 39 42.62 -74 27 56.8
00 39 43.87 -74 20 44.7
00 39 48.30 -73 54 55.4
00 39 49.52 -74 31 05.4
00 39 50.09 -73 29 57.4
00 39 56.92 -73 01 18.6
00 40 00.00 -73 55 36.6
00 40 00.04 -73 29 56.7
00 40 08.58 -72 41 30.8
00 40 09.34 -74 21 15.4
00 40 13.61 -73 41 37.4
00 40 14.30 -74 06 38.1
00 40 19.95 -73 00 52.5
00 40 21.99 -73 27 41.7
00 40 24.56 -73 52 43.7
00 40 27.33 -73 12 25.6
00 40 27.67 -73 12 15.6
00 40 28.36 -72 49 08.0
00 40 28.89 -72 52 40.7
00 40 29.90 -73 11 33.8
00 40 30.23 -73 04 54.6
00 40 38.17 -74 03 08.2
00 40 40.98 -73 56 42.7
00 40 41.58 -73 20 26.4
00 40 45.21 -74 06 16.9
00 40 47.16 -74 05 23.9
00 40 49.78 -73 17 15.7
00 40 50.01 -74 04 30.4
00 40 51.65 -73 15 20.0
00 40 54.43 -74 13 49.4
00 40 57.51 -74 42 34.3
00 41 00.24 -73 52 52.3
00 41 01.33 -73 55 56.7
00 41 05.89 -73 24 54.5
00 41 06.20 -72 42 59.6
00 41 07.73 -73 15 16.0
00 41 10.41 -72 33 17.6
00 41 10.78 -73 48 48.2
00 41 10.97 -73 49 42.9
00 41 14.40 -73 32 34.8
00 41 15.15 -73 05 22.9
00 41 15.84 -72 34 45.2
00 41 20.00 -74 00 35.2
00 41 21.05 -73 15 23.9
00 41 24.03 -73 21 40.5
00 41 26.47 -73 04 36.7
00 41 27.93 -73 13 17.1
00 41 39.02 -73 00 55.6
00 41 41.48 -74 12 09.4
00 41 42.56 -74 22 11.8
00 41 44.70 -73 14 33.2
00 41 45.37 -72 59 58.6
00 41 46.14 -73 14 14.9
00 41 48.54 -73 17 41.2
00 41 50.67 -73 10 19.8
00 41 52.53 -73 25 25.9
00 41 52.78 -72 44 31.8
00 41 53.17 -73 09 45.4
00 41 55.58 -73 08 05.0
00 41 56.31 -72 56 39.6
00 41 58.64 -74 09 14.4
00 41 59.51 -73 04 46.4
00 41 59.54 -73 26 13.2
00 42 00.09 -73 20 19.0
00 42 04.95 -73 38 29.8
00 42 05.80 -73 02 31.5
00 42 06.04 -73 03 41.3
00 42 06.19 -73 17 57.7
00 42 08.17 -72 57 08.9
00 42 10.73 -73 21 07.9
00 42 11.79 -73 06 59.9
00 42 14.72 -73 04 04.7
00 42 15.21 -73 42 43.1
00 42 19.92 -74 02 09.3
00 42 20.23 -72 36 07.7
00 42 22.09 -73 51 09.8
00 42 22.50 -73 03 25.5
00 42 22.91 -73 22 10.1
00 42 26.49 -72 56 11.5
00 42 33.03 -72 55 47.1
00 42 34.81 -73 25 38.1
00 42 35.09 -73 55 27.0
00 42 35.81 -73 03 48.1
00 42 40.37 -73 46 43.8
00 42 41.17 -73 12 07.3
00 42 41.47 -72 38 55.8
00 42 42.66 -74 31 50.6
00 42 50.47 -73 14 25.2
00 42 50.68 -74 38 08.1
00 42 50.72 -73 30 18.1
00 42 51.80 -73 03 12.3
00 42 51.83 -73 51 41.2
00 42 53.20 -72 29 32.7
00 42 55.46 -73 21 08.1
00 42 56.06 -73 09 35.6
00 42 56.80 -73 07 20.1
00 42 58.07 -73 20 05.5
00 42 58.32 -73 05 30.2
00 42 58.52 -73 07 23.9
00 42 59.03 -73 10 04.3
00 42 59.12 -73 38 53.6
00 43 00.16 -73 18 15.1
00 43 00.24 -73 10 28.4
00 43 00.55 -72 58 10.5
00 43 00.63 -73 05 28.9
00 43 02.12 -73 10 29.4
00 43 02.38 -73 08 56.5
00 43 02.64 -73 53 29.4
00 43 03.91 -73 25 19.7
00 43 05.20 -73 33 59.7
00 43 05.31 -73 12 03.6
00 43 05.86 -73 04 55.9
00 43 12.45 -73 19 39.9
00 43 15.43 -72 45 55.7
00 43 17.30 -73 05 01.1
00 43 21.05 -73 08 43.9
00 43 21.83 -74 02 59.1
00 43 25.12 -72 50 42.4
00 43 25.70 -74 27 38.7
00 43 26.26 -73 15 15.8
00 43 27.99 -74 33 23.2
00 43 28.22 -73 08 38.3
00 43 29.36 -74 37 26.4
00 43 30.32 -72 37 00.0
00 43 34.48 -73 14 09.5
00 43 35.78 -74 00 34.7
00 43 36.32 -73 38 52.4
00 43 37.06 -73 07 44.2
00 43 37.66 -72 50 54.0
00 43 37.80 -72 59 33.4
00 43 38.04 -73 05 01.9
00 43 39.02 -73 02 17.1
00 43 39.10 -73 59 02.9
00 43 39.15 -72 52 29.3
00 43 39.49 -72 58 09.1
00 43 42.25 -74 10 48.3
00 43 43.10 -72 47 50.7
00 43 43.68 -73 05 24.2
00 43 44.74 -74 05 52.9
00 43 47.49 -73 20 07.8
00 43 48.26 -72 39 56.2
00 43 52.70 -73 18 11.9
00 43 53.67 -73 14 01.2
00 43 54.38 -73 45 05.6
00 43 55.44 -72 59 45.0
00 43 55.48 -73 08 24.3
00 43 57.30 -73 11 29.8
00 43 58.80 -72 58 27.5
00 43 59.39 -73 19 51.7
00 44 00.19 -73 59 30.5
00 44 01.82 -73 08 25.9
00 44 03.13 -72 55 13.7
00 44 03.14 -73 16 37.4
00 44 03.19 -73 12 29.8
00 44 03.45 -73 15 55.9
00 44 03.84 -72 57 07.8
00 44 04.50 -73 15 37.8
00 44 04.60 -72 56 04.7
00 44 04.78 -73 05 09.6
00 44 05.64 -73 02 39.6
00 44 05.77 -73 10 41.0
00 44 10.48 -73 28 32.2
00 44 10.67 -72 44 42.3
00 44 11.15 -73 37 37.7
00 44 11.99 -74 21 46.7
00 44 12.51 -73 29 42.2
00 44 14.27 -73 07 33.6
00 44 14.78 -73 20 55.9
00 44 15.38 -73 11 37.9
00 44 17.13 -74 13 56.2
00 44 18.83 -73 12 48.8
00 44 20.84 -73 11 58.8
00 44 21.27 -73 04 42.4
00 44 23.74 -72 47 02.2
00 44 24.00 -73 16 31.8
00 44 25.46 -74 24 50.0
00 44 25.62 -72 46 00.0
00 44 26.27 -74 02 36.2
00 44 26.69 -73 22 46.1
00 44 26.85 -72 51 03.7
00 44 27.48 -72 53 45.6
00 44 28.39 -73 27 24.5
00 44 28.40 -72 47 25.1
00 44 29.00 -73 23 05.5
00 44 30.71 -73 54 05.8
00 44 30.89 -72 26 52.9
00 44 30.94 -72 49 34.3
00 44 32.93 -72 48 39.3
00 44 37.90 -73 08 12.8
00 44 38.05 -73 28 00.5
00 44 38.08 -73 02 47.7
00 44 38.12 -74 01 21.1
00 44 39.65 -73 15 47.9
00 44 41.38 -73 08 02.5
00 44 42.10 -73 42 22.7
00 44 42.85 -73 17 20.3
00 44 42.95 -73 11 26.8
00 44 43.68 -73 24 21.2
00 44 43.69 -73 10 33.6
00 44 44.86 -73 19 52.2
00 44 45.64 -72 45 24.9
00 44 46.12 -73 13 41.5
00 44 46.84 -73 07 59.9
00 44 47.79 -73 13 06.4
00 44 50.07 -73 21 29.9
00 44 51.69 -73 33 57.3
00 44 53.03 -73 16 02.1
00 44 53.57 -73 17 24.0
00 44 54.03 -73 26 16.9
00 44 57.23 -73 54 41.1
00 45 00.30 -73 15 03.6
00 45 01.40 -73 12 31.9
00 45 01.89 -74 00 25.4
00 45 03.46 -73 15 17.0
00 45 04.20 -73 10 12.2
00 45 04.34 -72 44 50.4
00 45 04.70 -72 59 04.8
00 45 04.90 -72 56 11.6
00 45 05.74 -73 19 27.7
00 45 06.05 -73 17 18.9
00 45 06.18 -73 09 11.2
00 45 06.70 -72 54 50.9
00 45 08.85 -72 58 02.4
00 45 10.05 -73 18 58.1
00 45 11.68 -73 27 07.2
00 45 11.90 -72 50 22.6
00 45 12.38 -72 57 36.9
00 45 12.57 -73 11 47.0
00 45 13.16 -73 15 01.0
00 45 13.40 -72 48 39.1
00 45 14.48 -73 29 26.7
00 45 14.55 -73 12 37.9
00 45 16.29 -72 53 20.4
00 45 18.04 -73 08 13.6
00 45 18.63 -73 29 22.5
00 45 19.40 -73 13 30.8
00 45 19.89 -73 33 55.4
00 45 21.75 -73 18 26.9
00 45 23.32 -73 13 13.2
00 45 23.43 -73 02 13.8
00 45 23.57 -72 59 08.0
00 45 24.55 -73 02 58.6
00 45 24.95 -73 15 55.4
00 45 25.06 -73 11 46.7
00 45 25.14 -73 08 52.7
00 45 26.71 -72 27 11.3
00 45 30.41 -73 06 49.3
00 45 33.85 -73 43 26.4
00 45 35.12 -73 25 29.8
00 45 36.05 -73 22 00.9
