     3.844     -1.150     -6.606
     3.227     -0.921     -1.563
     3.300      1.306      0.149
     3.430     -0.966     -9.559
     3.102     -0.187     -2.117
     3.021     -0.455     -2.193
     2.944     -0.190     -1.977
     2.970     -0.310     -2.923
     2.733     -0.017      1.598
     2.962      1.234      0.636
     2.729     -0.741     -0.551
     2.764     -0.573     -1.482
     2.873      0.715     -0.298
     2.845      0.316     -1.050
     2.929      0.260     -3.331
     2.503     -0.854      1.397
     2.884      1.196     -0.483
     2.572     -1.206     -1.122
     2.854      1.359      0.060
     2.948      1.363     -1.700
     2.585     -0.363      0.365
     2.448     -0.679      1.865
     2.468     -1.671     -1.193
     2.494     -0.645      0.877
     2.493     -0.893     -0.349
     2.759      1.515      0.017
     2.456     -1.256     -1.613
     2.520     -0.320     -0.599
     2.466      0.157      1.668
     2.458     -0.887     -1.024
     2.363     -0.262      1.741
     2.321     -1.340     -0.347
     2.249      0.078      3.337
     2.231     -1.226      0.151
     2.585     -0.235     -4.934
     2.293     -1.112     -1.429
     2.119     -0.711      2.705
     2.706     -0.069     -8.440
     2.225     -1.197     -1.392
     2.320      0.451      0.806
     2.534     -0.451     -6.674
     2.368      0.905      0.476
     2.243     -1.203     -3.230
     2.402     -0.456     -4.825
     2.237      1.053      2.754
     2.103     -0.982      0.154
     2.495      1.900     -1.233
     2.120     -1.218     -0.990
     2.072     -0.402      2.211
     2.445     -0.029     -5.375
     2.318     -0.075     -2.660
     2.083     -0.358      1.719
     2.145     -1.152     -2.040
     2.349      0.899     -1.588
     2.418     -0.268     -6.265
     2.434      1.713     -1.865
     2.009     -1.539     -0.737
     2.670     -0.368    -13.146
     2.130     -0.000      0.351
     2.208     -0.174     -1.920
     2.149     -0.029     -0.488
     2.247     -0.227     -3.359
     2.236      1.028      0.157
     2.116     -0.813     -1.883
     2.076     -0.686     -0.901
     2.147      0.053     -0.807
     1.799     -0.084      7.057
     2.199     -0.012     -2.326
     1.986     -0.709      0.885
     2.113     -0.238     -1.052
     1.979     -1.485     -1.197
     1.357     -0.140     17.145
     2.037      0.632      2.863
     2.012     -0.531      0.359
     2.091      0.570      1.293
     2.159      0.131     -1.595
     2.060     -0.249     -0.258
     1.892     -1.445      0.654
     2.048     -0.566     -0.980
     2.167     -0.179     -3.022
     2.234     -0.216     -4.758
     2.046     -0.321     -0.529
     2.159     -0.184     -2.913
     2.223      1.634      0.252
     2.109     -0.584     -2.839
     1.999     -0.003      1.296
     1.997     -0.277      0.593
     2.054     -0.639     -1.889
     1.972     -0.897     -0.601
     2.221      1.352     -0.910
     2.188     -0.232     -4.399
     2.141      0.142     -2.362
     2.107     -0.176     -2.465
     1.996     -0.773     -1.361
     1.880     -1.487     -0.472
     2.222      1.705     -0.684
     2.038      0.246      0.048
     1.963     -0.573     -0.258
     2.011     -0.529     -1.400
     2.074      0.585     -0.201
     2.032     -0.650     -2.740
     2.121      1.784      1.280
     1.900     -0.165      1.518
     1.971      0.198      0.590
     1.866     -0.371      1.746
     2.195      1.136     -2.839
     2.102      0.437     -2.423
     1.999     -0.318     -1.808
     1.953     -0.432     -0.944
     1.983     -0.792     -2.653
     2.037     -0.664     -3.751
     1.933      0.040      0.544
     1.901     -0.853     -0.977
     1.215     -0.059     18.665
     2.200      2.053     -1.110
     1.899      0.063      1.415
     1.231     -0.782     16.333
     2.007     -0.440     -2.826
     1.999     -0.168     -1.929
     2.022     -0.243     -2.955
     2.006     -0.565     -3.408
     2.136      1.872     -0.412
     1.992     -0.049     -1.733
     1.912     -0.746     -1.598
     1.947      1.069      1.719
     1.935      0.229     -0.210
     1.808     -0.136      2.104
     2.031      0.364     -2.472
     2.093      1.708     -0.639
     2.048      0.798     -1.876
     1.819     -0.311      1.218
     2.020      1.297     -0.004
     1.901     -0.078     -0.532
     1.784      0.011      2.783
     2.051      0.344     -3.447
     1.881      0.003      0.105
     1.794     -1.078     -0.612
     2.169      0.682     -6.019
     1.682     -1.082      2.329
     2.117      1.718     -1.991
     2.000      1.144     -0.384
     1.872     -0.113     -0.258
     1.882     -0.669     -2.042
     1.840      0.024      0.822
     1.900     -0.037     -0.969
     1.923     -0.703     -3.346
     1.998      1.693      0.795
     2.035     -0.232     -5.322
     1.938      0.334     -1.297
     1.842     -0.100     -0.028
     1.579      1.336     10.810
     1.823     -0.319     -0.199
     1.920      1.307      1.364
     1.827     -0.755     -1.508
     2.069      2.007     -0.920
     1.843      0.230      0.525
     1.892      0.481     -0.171
     1.868      0.217     -0.230
     1.750     -1.306     -1.150
     1.888     -0.435     -2.756
     2.089      0.370     -6.186
     1.862     -0.363     -1.920
     1.742     -0.556      0.766
     1.938     -0.374     -4.552
     1.816     -0.005     -0.402
     1.893      0.958     -0.289
     1.962      0.811     -2.626
     1.708     -0.097      2.035
     1.751      0.065      1.132
     1.972      0.794     -3.251
     1.938     -0.293     -5.165
     1.750     -0.775     -1.155
     1.613     -1.736      0.097
     1.770      0.362      1.023
     1.440     -1.062      6.434
     1.602     -2.061     -0.833
     1.908      0.773     -2.201
     1.884      0.289     -2.804
     1.561     -1.618      1.238
     1.893      0.485     -2.769
     1.954     -0.311     -6.810
     1.935     -0.304     -6.284
     1.897     -0.305     -5.270
     1.833     -0.229     -3.262
     1.903     -0.296     -5.435
     1.729      0.327      1.127
     1.905      1.503     -0.854
     1.708      0.055      0.992
     1.832     -0.012     -2.773
     2.080      1.634     -5.835
     1.739     -1.161     -3.328
     1.602     -1.879     -1.219
     1.766      0.152     -0.702
     1.790      0.802      0.288
     1.476     -0.653      5.502
     1.539     -1.855      0.466
     1.824     -0.136     -3.323
     1.661     -0.343      0.687
     1.597      0.570      4.766
     1.667     -0.352      0.304
     1.895      0.252     -4.979
     1.760      0.097     -1.479
     1.750      0.341     -0.600
     2.717      0.533    -28.631
     1.760      0.044     -1.978
     1.697     -0.012     -0.356
     1.767      0.219     -1.869
     1.768      0.723     -0.853
     1.534     -2.030     -1.084
     1.681     -0.199     -0.809
     1.671      0.009      0.007
     1.766      0.071     -2.665
     1.635     -0.361     -0.003
     1.870      2.007     -0.966
     1.739      0.103     -2.041
     1.606     -0.303      0.868
     1.766      0.476     -2.049
     1.732      1.907      2.610
     1.550     -1.809     -2.057
     1.654      1.254      2.701
     1.725      0.232     -2.291
     1.676      0.129     -1.236
     1.508     -1.248      0.286
     1.636     -0.021     -0.468
     1.603      0.864      2.717
     1.651      0.044     -1.047
     1.795      1.806     -1.020
     1.687      1.398      1.202
     1.564     -1.088     -1.458
     1.552     -1.038     -0.977
     1.587     -0.924     -1.815
     1.528     -0.434      1.214
     1.563     -0.311      0.374
     1.664      0.239     -1.389
     1.644      0.116     -1.156
     1.709      1.134     -0.605
     1.741      1.789      0.059
     1.532     -0.600      0.006
     1.588     -1.395     -3.897
     1.546      0.573      2.300
     1.671      1.260      0.106
     1.513      0.307      2.541
     1.720      1.603     -0.705
     1.521     -0.593     -0.260
     1.712      0.049     -4.705
     1.520      0.106      1.168
     1.626      0.952     -0.157
     1.452     -0.524      1.488
     1.650      1.884      1.307
     1.704     -0.401     -6.450
     1.499      0.288      1.996
     1.600     -0.257     -2.778
     1.419     -0.593      1.837
     1.539      0.330      0.235
     1.550     -0.414     -2.073
     1.576      0.133     -1.533
     1.730      1.942     -1.973
     1.018     -0.680     14.648
     1.418     -1.456     -0.636
     1.632     -0.107     -4.186
     1.545      0.484      0.141
     1.499      0.196      0.851
     1.540     -0.036     -1.159
     1.598      0.578     -1.532
     1.390     -1.388     -0.009
     1.564      0.621     -0.783
     1.523      0.614      0.109
     1.581     -0.236     -4.112
     1.467     -1.573     -3.895
     1.577     -0.394     -4.659
     1.614     -0.158     -5.321
     1.329     -1.822     -0.106
     1.592      0.952     -1.903
     1.497      0.873      1.018
     0.459     -0.481     32.999
     1.505     -0.201     -2.156
     1.559     -0.081     -3.913
     1.414      0.152      1.681
     1.347     -1.760     -1.138
     1.512     -0.539     -3.676
     1.483      0.080     -1.262
     1.319     -0.467      2.990
     1.492      0.855      0.378
     1.337     -1.717     -0.962
     1.444      0.194      0.303
     1.435     -0.470     -1.184
     1.437     -0.276     -1.268
     1.482      0.564     -0.790
     1.376     -0.073      1.140
     1.792      0.632    -11.770
     1.313     -1.046      0.441
     1.306     -1.224      0.200
     1.308     -1.131      0.259
     1.003     -0.177     13.522
     1.390      0.345      1.011
     1.405      0.689      1.216
     1.357     -0.408     -0.126
     1.400      0.085     -0.551
     1.434      0.710     -0.252
     0.928      0.535     17.594
     1.375      0.687      1.516
     1.539      1.405     -2.707
     1.423      1.054      0.522
     1.361      0.705      1.839
     1.477      0.626     -2.666
     1.307     -0.456      0.673
     1.389     -0.210     -1.806
     1.429      0.776     -0.831
     1.286     -0.323      1.542
     1.261     -1.138      0.238
     1.451      0.507     -2.568
     1.376      1.021      1.504
     1.461      0.858     -2.195
     1.240     -1.731     -0.746
     1.431      1.433      0.350
     1.355     -0.043     -0.943
     1.363      0.848      1.063
     1.359     -0.514     -2.414
     1.447      1.117     -1.504
     1.426      1.401     -0.245
     1.323      0.049     -0.018
     1.292     -1.369     -2.630
     1.326      0.954      2.139
     1.396      0.081     -2.963
     1.380      0.178     -2.400
     1.378      0.176     -2.392
     1.318     -0.260     -1.403
     1.396      1.205     -0.808
     1.354      1.659      1.945
     1.390      1.075     -1.123
     1.302      0.236     -0.156
     1.230     -1.228     -1.206
     1.356      0.013     -2.971
     1.242     -0.097      1.118
     1.166     -0.504      2.621
     1.218     -1.517     -2.179
     1.143     -0.977      2.189
     1.289     -0.578     -2.577
     1.268     -0.405     -1.396
     1.169     -1.484     -0.293
     1.175     -1.680     -1.247
     1.214      0.428      2.628
     1.096     -1.546      2.199
     1.144     -1.442      0.502
     1.141     -1.184      1.253
     1.220     -0.278     -0.208
     1.462      1.455     -5.522
     1.310      1.203     -0.359
     1.351      1.085     -2.615
     1.215     -0.368     -0.842
     1.087     -1.442      1.580
     1.304      1.602      0.607
     1.287     -0.022     -3.163
     1.281      0.221     -2.599
     1.096     -1.496      0.490
     1.256      0.767     -0.285
     1.312      0.263     -4.073
     1.071     -1.473      1.241
     1.183     -0.225     -0.319
     1.295      0.858     -2.268
     1.116     -1.334     -0.648
     1.239     -0.104     -2.684
     1.232      0.224     -1.747
     1.299      0.673     -3.422
     1.280      1.292     -1.169
     1.274     -0.069     -4.480
     1.299      1.853     -0.608
     1.259      0.449     -2.597
     1.078     -1.165      0.748
     1.145      0.164      1.249
     1.094     -1.349     -0.497
     1.241      1.354      0.047
     1.255      1.291     -0.885
     1.244      0.779     -1.784
     1.192      0.875      0.686
     1.179      0.093     -0.964
     1.079     -1.264     -0.199
     1.191      1.525      1.976
     1.162     -0.209     -1.320
     1.039     -1.314      1.131
     1.221      0.863     -1.231
     1.197      0.579     -0.905
     1.174     -0.383     -2.488
     1.140     -0.298     -0.946
     1.112      0.198      1.424
     1.205      1.877      1.664
