2.464 -1.907 17.324
2.690 0.516 17.174
2.606 -1.281 17.117
2.523 -0.686 17.142
2.406 -1.855 17.667
2.451 -1.061 16.849
2.361 -1.162 16.969
2.459 -0.311 17.006
2.372 -0.728 15.977
2.431 -1.129 15.513
2.260 -1.487 16.620
2.418 -0.877 15.345
2.168 -0.679 15.716
2.637 -0.674 17.385
2.324 -1.012 17.227
2.101 -0.521 16.859
2.217 -0.788 17.285
2.185 -1.161 14.937
2.245 -1.160 16.950
2.236 -0.624 16.819
2.496 -1.312 17.252
2.282 -1.371 17.063
2.490 -0.212 17.077
2.185 -0.469 15.929
2.200 -1.257 15.964
2.242 -0.543 15.352
2.157 -0.481 17.109
2.326 -0.923 17.488
2.063 -1.348 16.590
2.050 -1.264 16.913
2.384 -0.869 16.687
2.065 -0.990 17.313
2.262 -0.761 17.038
2.039 -1.491 15.856
2.259 -1.244 16.876
2.200 -1.184 16.447
1.604 -0.623 15.343
2.290 -0.788 17.036
2.229 -1.797 17.247
2.113 -0.738 17.078
2.038 0.104 17.268
2.191 -0.262 16.648
2.229 -0.767 17.359
2.064 -0.418 15.364
2.180 -1.051 15.330
2.003 -1.350 16.225
2.124 -1.444 17.199
2.176 -0.621 16.559
1.796 -0.994 16.955
2.083 -1.232 17.529
1.871 0.409 15.974
1.775 1.755 16.979
1.802 -1.592 17.477
1.940 -1.400 17.204
2.011 -0.808 16.713
1.815 0.011 15.280
1.806 -1.575 16.765
1.905 -1.316 16.569
1.984 -1.248 16.912
1.864 -0.910 16.581
1.363 -0.711 17.218
1.774 -1.295 16.040
1.934 -1.321 17.746
1.952 -0.582 17.259
1.821 -0.924 17.317
1.585 -0.490 16.474
1.936 -0.648 17.166
1.823 -0.085 17.042
1.759 -0.607 16.309
1.758 -1.237 17.134
1.706 -0.767 14.909
1.733 -0.192 16.210
1.993 -0.717 17.007
1.645 0.159 17.166
1.769 0.044 16.888
1.602 -1.016 16.834
1.681 0.246 16.834
1.793 -0.027 16.406
1.548 -0.720 16.594
1.918 -1.069 16.696
1.528 0.001 16.641
1.553 -1.033 15.720
1.663 -0.312 17.020
1.845 -1.057 17.506
1.746 -0.930 17.045
1.537 -0.770 17.042
1.587 0.176 16.396
1.639 -0.696 17.297
1.700 -1.339 17.611
1.645 -1.094 17.525
1.460 -0.242 16.813
1.590 -1.350 17.054
1.528 -0.298 16.519
1.625 -1.338 17.439
1.388 -0.434 15.548
1.621 -1.595 15.919
1.496 -0.912 16.641
1.603 -0.166 16.319
1.464 -0.174 16.654
1.517 -0.610 16.704
1.449 -0.180 16.442
1.529 -0.992 17.506
1.576 -1.722 15.542
1.530 -0.586 16.637
1.494 -0.347 16.976
1.548 -1.065 17.052
1.789 -0.200 16.887
1.444 -0.478 17.446
1.423 -0.648 16.363
1.446 -0.757 16.314
1.294 -0.754 16.115
1.479 -1.424 17.390
1.854 -0.106 17.164
1.428 -1.069 17.439
1.646 -0.650 16.168
1.736 -0.219 16.383
1.329 -1.228 17.081
1.412 -0.032 17.520
1.314 -0.570 15.777
1.491 -1.244 17.700
1.322 -0.880 16.946
1.373 -1.199 15.952
1.196 -0.825 14.148
1.413 -0.924 17.278
1.339 -1.298 17.087
1.347 -0.142 17.037
1.314 -1.525 17.678
1.431 -1.548 17.386
1.086 -0.963 17.273
1.212 -1.113 15.083
1.285 -0.937 17.086
1.213 -1.231 16.691
1.347 -1.463 17.096
1.227 -1.887 16.747
1.348 -1.570 17.114
1.336 -0.924 17.314
1.317 -2.288 17.439
1.373 -2.450 17.632
1.299 -1.571 16.336
1.192 -1.221 15.652
1.208 -0.238 16.364
1.351 -1.545 17.290
1.257 -0.716 17.113
1.139 -0.484 17.040
1.304 -0.949 17.454
1.098 -1.069 17.521
1.140 -0.924 14.489
1.256 -1.111 17.304
1.053 -1.023 14.685
0.932 -1.404 16.534
1.232 0.189 17.522
1.154 -0.974 16.569
1.094 -1.133 16.143
1.233 -1.036 16.625
1.216 -0.380 15.818
1.102 0.175 16.485
1.123 -0.023 16.359
1.147 0.259 16.616
1.179 -0.979 17.268
1.123 -0.844 17.245
0.409 -0.561 17.804
1.065 -0.753 17.120
1.231 -0.780 17.352
1.532 0.019 16.856
1.197 -1.949 17.356
1.123 -1.673 15.872
1.036 -1.042 16.897
1.351 -2.302 16.248
1.021 -0.567 16.868
1.144 -0.071 16.641
1.387 -1.431 15.682
0.962 -0.540 16.558
1.238 0.334 17.440
1.011 -1.563 17.217
1.216 -0.954 16.018
1.241 -1.569 17.458
1.113 -0.061 16.980
0.917 -0.490 16.475
1.050 -1.057 16.020
1.393 -0.362 18.065
1.107 -0.284 15.991
1.080 0.160 16.648
1.054 0.092 15.211
1.152 -0.282 16.732
0.916 -0.116 16.507
1.016 -1.250 17.434
0.968 -1.071 15.579
1.128 -0.463 16.559
1.033 -1.348 17.349
1.087 -1.403 16.007
0.754 -0.268 15.765
1.037 -1.324 17.525
1.021 -0.327 16.543
0.958 -1.415 16.761
1.044 -2.199 16.390
0.991 -1.045 15.699
0.969 -1.084 17.211
1.100 -0.559 17.189
1.028 0.276 16.615
1.013 -0.329 16.802
1.010 0.447 15.901
1.016 -1.002 17.281
1.028 -1.033 17.382
0.928 -0.616 16.212
0.948 -0.132 16.735
0.964 0.405 17.106
1.057 -1.315 17.397
1.031 -0.342 17.052
0.843 -0.384 14.467
1.123 -0.142 17.760
0.942 -0.277 16.928
1.002 -0.057 15.983
0.932 -1.429 16.991
1.007 -1.775 17.462
0.989 -0.321 16.756
1.008 -0.038 16.901
0.944 -0.301 15.852
0.941 -0.366 16.834
0.906 -0.220 16.329
0.876 -0.481 16.108
0.953 0.248 16.746
0.842 -0.195 16.298
0.998 -0.198 17.078
0.921 0.025 16.828
0.849 -1.277 17.197
0.945 -0.126 17.004
1.000 -0.571 16.494
0.967 -0.434 17.202
0.934 -0.781 16.553
0.972 -0.086 16.628
0.931 -0.104 15.644
0.965 -0.390 14.639
0.821 0.015 15.825
0.910 -0.430 16.955
0.914 -0.165 17.165
0.847 -0.102 16.845
0.989 -0.931 15.678
0.723 -1.002 16.728
0.900 0.395 16.868
1.034 -1.178 17.354
0.974 -0.106 16.964
0.906 -0.455 16.349
0.878 0.035 16.678
0.934 0.046 16.530
0.931 -0.546 17.328
0.911 -1.148 17.167
1.020 -0.120 17.394
0.616 -0.658 16.504
0.818 -0.242 16.366
0.782 0.311 16.685
0.925 -2.001 17.621
0.925 -0.324 16.521
0.878 -2.067 17.601
0.873 -0.615 15.642
0.885 -0.094 17.109
0.836 -1.005 16.178
0.909 0.543 16.531
0.873 -0.439 17.484
0.833 -0.205 15.834
0.858 -0.169 16.515
0.698 -0.336 15.060
0.946 -0.149 15.167
0.868 -0.173 16.962
0.765 -0.197 16.506
0.794 -0.725 16.992
0.980 -0.432 15.284
0.892 -0.238 16.901
0.813 0.002 16.749
0.881 -0.139 17.152
0.597 -0.160 15.839
0.873 -0.204 17.284
0.889 -1.126 17.028
0.906 -0.548 16.912
0.799 -0.645 14.511
0.896 -0.273 16.682
0.823 -0.120 16.152
0.843 -0.405 16.627
0.846 0.230 16.409
0.831 -0.125 16.838
0.861 -0.202 16.926
0.903 -1.394 17.051
0.806 0.138 16.907
0.889 -1.957 17.121
0.751 -0.291 15.424
0.800 -1.892 17.416
0.808 -0.190 16.695
0.829 -2.057 17.456
0.785 0.373 16.416
0.810 -0.297 16.292
0.780 -1.183 16.821
0.767 -0.742 16.989
0.773 -0.168 15.834
0.789 0.135 17.082
0.815 -0.022 16.887
0.815 -0.126 17.081
0.828 -0.075 16.939
0.790 -1.173 16.896
0.754 0.102 16.436
0.739 0.004 16.594
0.688 -1.241 14.867
0.816 0.198 16.317
0.842 -0.138 16.967
0.793 -1.332 15.650
0.746 -0.387 15.200
0.902 0.384 16.699
0.886 -0.422 16.760
0.803 -0.300 16.654
0.818 -0.946 17.239
0.679 -0.021 16.480
0.775 -0.185 16.658
0.770 -0.242 15.313
0.592 -0.000 16.038
0.791 -0.413 16.354
0.759 -1.176 17.085
0.817 -0.197 16.897
0.753 0.058 16.974
0.894 -0.397 16.302
0.771 -0.264 16.519
0.825 -0.353 16.429
0.845 0.027 16.668
0.787 -0.331 16.511
0.758 0.044 17.097
0.714 -0.116 16.459
0.697 -0.071 16.352
0.762 -0.228 16.752
0.807 -0.608 15.598
0.868 0.288 17.330
0.723 -0.717 17.217
0.664 -1.467 16.717
0.854 -0.672 17.799
0.759 -0.170 16.825
0.715 -0.403 14.697
0.749 -0.245 17.038
0.669 -1.342 16.379
0.754 -0.271 17.000
0.707 -0.239 16.863
0.746 -0.116 16.970
0.759 0.215 16.435
0.887 -0.406 17.186
0.768 -1.808 17.624
0.744 0.231 16.540
0.742 -1.270 17.490
0.793 -0.494 15.161
0.730 0.136 16.106
0.787 0.094 16.839
0.781 -0.584 15.226
0.695 0.192 16.679
0.716 -0.453 17.091
0.644 -0.955 16.548
0.576 0.448 16.530
0.758 0.170 17.048
0.748 0.186 16.922
0.656 -0.164 14.430
0.728 -0.565 16.934
0.705 -0.077 16.512
0.799 -1.368 17.648
0.750 -0.338 14.588
0.771 -0.190 16.715
0.740 -0.874 17.387
0.841 -0.415 17.514
1.010 -0.341 18.492
0.688 -0.471 16.446
0.755 -0.237 17.235
0.595 -0.336 17.092
0.761 0.257 16.932
0.695 -0.277 16.823
0.741 -0.184 16.006
0.643 -0.247 16.886
0.936 -0.575 16.432
0.740 -0.712 16.073
0.733 -0.343 16.920
0.850 -0.430 14.977
0.781 -0.586 14.862
0.794 -1.251 17.940
0.719 -0.321 16.260
0.609 -0.230 15.361
0.634 -1.118 16.720
0.622 -0.283 15.249
0.783 -0.247 16.778
0.716 0.263 17.530
0.592 -0.007 16.409
0.587 0.038 16.484
0.709 -0.407 16.980
0.767 -0.395 17.226
0.747 -0.216 17.377
0.685 0.070 17.005
0.668 0.011 16.722
0.657 -0.372 16.658
0.701 -0.561 17.320
0.321 0.072 15.249
0.605 0.017 16.428
0.795 -0.290 17.315
0.856 -0.390 16.699
0.676 0.184 17.198
0.681 -0.594 16.918
0.706 -0.275 15.657
0.652 0.095 16.487
0.756 -0.202 16.957
0.658 -0.577 16.352
0.703 -0.294 16.735
0.634 -0.644 16.864
0.548 -0.308 16.696
0.626 -0.259 16.912
0.679 -0.068 17.020
0.636 -0.008 16.565
0.719 -0.087 17.027
0.649 -0.320 17.644
0.618 -0.230 15.581
0.635 -0.184 16.729
0.613 0.529 14.712
0.613 -0.143 16.361
0.679 -0.909 15.119
0.633 -0.500 17.179
0.892 -0.612 17.680
0.649 -0.072 16.734
0.755 -0.359 17.205
0.621 0.052 16.757
0.657 0.110 17.207
0.546 -0.583 16.233
0.718 -0.301 16.910
0.686 -0.398 16.671
0.662 0.116 16.609
0.593 -0.448 14.387
0.671 -0.682 17.123
0.627 0.099 16.767
0.590 -1.519 16.750
0.654 -0.161 16.895
0.636 -1.116 17.488
0.654 -0.017 16.670
0.598 0.092 17.410
0.691 -0.219 16.601
0.564 -0.552 14.570
0.611 -0.204 16.601
0.689 -0.236 15.414
0.742 -0.271 17.628
0.440 0.046 15.568
0.623 -0.946 17.359
0.661 -0.498 14.881
0.649 -0.460 17.541
0.625 -0.220 16.578
0.614 0.137 15.732
0.576 0.056 16.331
0.590 -0.148 16.703
0.580 -0.776 15.754
0.612 -0.125 16.269
0.653 -0.104 16.769
0.612 0.209 16.597
0.668 -0.207 16.964
0.538 -0.482 16.405
0.580 -0.371 15.090
0.619 0.334 17.301
0.563 -0.657 15.625
0.604 -0.552 16.255
0.567 -0.466 16.641
0.609 0.543 16.775
0.572 -1.726 17.014
0.591 -0.167 16.306
0.653 0.293 17.728
0.665 -0.529 14.821
0.559 -0.278 15.129
0.605 -0.876 15.954
0.559 -0.372 16.362
0.537 -0.150 16.559
0.617 -0.886 17.325
0.639 -0.173 16.587
0.594 0.020 16.566
0.375 0.018 15.530
0.636 -0.373 17.136
0.555 -0.586 16.771
0.593 0.050 16.554
0.560 -0.562 16.643
0.582 -0.797 16.823
0.546 0.085 16.440
0.711 -0.572 17.061
0.634 -0.067 17.012
0.763 -0.611 17.398
0.616 -0.419 17.045
0.549 0.161 16.371
0.522 -0.143 16.509
0.551 -0.369 16.903
0.624 0.066 16.775
0.481 -0.219 16.891
0.543 -0.057 16.731
0.518 -0.268 16.528
0.657 -0.172 15.424
0.640 -0.247 16.932
0.504 -0.226 16.641
0.574 -1.754 17.279
0.668 -0.109 15.177
0.561 -0.799 17.139
0.535 0.234 16.178
0.573 -0.504 17.096
0.567 0.229 15.838
0.569 0.765 16.417
0.524 0.022 17.010
0.533 0.665 16.395
0.537 -0.341 16.300
0.507 -1.023 16.833
0.558 0.063 16.911
0.520 0.455 15.269
0.524 -0.674 15.575
0.597 -0.235 17.446
0.533 -0.405 16.704
0.509 0.050 16.364
0.683 -0.395 17.343
0.530 0.256 16.717
0.528 -0.342 14.606
0.567 -0.318 17.228
0.523 -0.573 15.394
0.533 0.491 16.827
0.632 -0.227 16.949
0.552 -0.398 17.238
0.556 0.056 15.987
0.552 -0.062 15.718
0.550 0.353 17.173
0.572 -0.283 16.821
0.509 -0.300 16.670
0.513 -0.682 16.579
0.663 -0.514 15.853
0.552 0.324 16.588
0.500 0.183 17.134
0.572 -0.162 17.064
0.481 -0.322 16.512
0.610 -0.249 16.822
0.502 -0.559 16.429
0.614 0.488 16.622
0.574 -0.294 16.689
0.554 -0.208 17.392
0.532 0.147 16.483
0.539 -0.369 17.275
0.516 -0.393 16.911
0.521 -0.544 15.249
0.616 -0.470 16.385
0.661 -0.685 17.606
0.507 -0.751 16.629
0.422 -0.585 16.655
0.517 0.014 15.996
0.584 -0.158 16.246
0.509 0.338 16.985
0.486 -0.395 14.994
0.549 -0.714 17.692
0.577 -0.709 15.294
0.489 0.240 15.256
0.601 -0.340 15.315
0.519 0.075 16.857
0.488 0.448 16.744
0.515 0.138 15.641
0.498 0.299 17.015
0.454 -0.613 17.203
0.451 0.563 16.752
0.446 -0.243 14.609
0.464 -1.031 17.000
0.413 -0.500 15.569
0.506 -0.474 16.268
0.716 -0.396 17.724
0.540 -0.470 17.410
0.424 -0.662 16.644
0.450 -0.055 15.016
0.480 0.448 17.207
0.461 -0.033 16.547
0.485 -0.366 16.991
0.459 -0.632 16.848
0.421 -0.036 16.215
0.583 -0.104 17.363
0.478 0.252 16.382
0.592 -0.331 15.008
0.469 -0.132 16.391
0.423 -0.454 16.674
0.450 -1.245 16.946
0.324 0.243 15.736
0.478 0.336 16.211
0.425 0.098 16.976
0.620 -0.122 18.094
0.493 0.172 15.957
0.375 0.291 16.944
0.421 0.043 14.435
0.444 -1.305 15.418
0.492 -0.531 17.101
0.422 -0.540 16.460
0.568 -0.578 17.228
0.550 1.623 16.790
0.448 -0.040 16.643
0.451 0.070 16.527
0.455 -0.025 15.547
0.413 -0.529 16.613
0.552 -0.260 17.617
0.355 -0.457 16.018
0.475 -0.015 17.086
0.478 0.149 16.285
0.570 -0.125 16.895
0.570 0.900 17.168
0.433 0.047 17.184
0.368 -0.541 16.365
0.460 0.411 16.015
0.556 -0.388 17.453
0.431 0.168 16.438
0.429 -0.083 14.993
0.432 -1.222 17.100
0.416 -0.104 16.553
0.446 0.218 16.584
0.385 0.521 16.457
0.494 -0.325 15.950
0.405 0.134 15.796
0.649 -0.525 15.350
0.419 0.324 16.829
0.462 -1.196 16.316
0.442 0.215 17.128
0.442 -0.036 16.909
0.496 -0.309 17.835
0.418 -0.230 16.463
0.396 -0.103 16.562
0.556 -0.890 17.369
0.403 0.196 15.475
1.107 -1.001 17.278
0.539 -0.124 15.438
0.432 -0.556 15.952
0.401 0.356 16.331
0.466 0.048 17.265
0.402 -0.557 16.549
0.471 -0.007 16.507
0.401 0.162 16.586
0.453 -0.212 17.439
0.483 -0.463 16.992
0.406 -0.584 16.464
0.393 -0.443 16.665
0.390 -0.571 16.682
0.452 -0.166 17.187
0.377 -0.517 16.561
0.396 -0.827 17.217
0.410 -1.105 17.308
0.415 -0.354 16.727
0.369 0.044 16.035
0.469 -0.067 16.805
0.508 -0.227 15.719
0.421 -0.724 16.982
0.376 0.286 16.337
0.408 0.466 16.399
0.420 0.610 16.589
0.395 -0.574 16.946
0.375 0.564 16.428
0.407 0.049 16.758
0.364 0.257 16.614
0.385 -1.717 17.145
0.385 0.365 16.052
0.390 0.641 16.604
0.414 -0.063 15.962
0.354 0.028 15.442
0.403 0.169 16.572
0.370 -0.556 16.848
0.388 -0.312 16.676
0.338 0.014 16.256
0.404 -0.208 17.663
0.397 0.161 15.378
0.413 0.926 17.311
0.388 -0.868 16.476
0.427 -0.298 14.658
0.323 -0.553 15.813
0.382 -0.329 15.199
0.425 0.124 17.099
0.401 0.232 17.629
0.454 -0.258 15.799
0.367 -0.284 15.759
0.375 -0.665 17.062
0.475 -0.278 17.325
0.374 0.380 16.187
0.363 -0.465 16.569
0.361 -1.262 17.292
0.357 -0.711 16.915
0.388 0.009 16.713
0.368 0.171 16.100
0.327 -0.699 16.623
0.405 -0.412 16.873
0.400 -0.142 16.921
0.410 -0.800 17.682
0.356 -0.378 16.485
0.340 -0.518 16.433
0.400 -0.347 15.092
0.431 -0.147 15.665
0.209 0.282 14.749
0.359 -0.342 16.520
0.415 -0.070 17.584
0.384 0.154 17.232
0.344 -0.697 15.830
0.364 -0.014 16.603
0.342 0.601 17.338
0.351 0.028 16.682
0.351 -0.406 17.104
0.315 0.052 16.762
0.402 -0.679 15.543
0.358 -0.619 16.032
0.350 0.036 16.483
0.370 -0.440 15.665
0.355 -0.379 16.772
0.325 -0.428 14.754
0.369 0.125 15.821
0.334 -0.114 16.726
0.308 -0.516 16.617
0.288 -0.559 16.861
0.290 0.850 15.530
0.311 0.508 16.548
0.389 0.529 17.163
0.363 0.815 16.380
0.332 -1.019 16.853
0.354 0.139 16.890
0.350 0.031 15.938
0.308 -0.144 17.303
0.320 -0.896 17.007
0.339 -0.012 16.714
0.326 -0.860 16.966
0.289 -0.715 17.122
0.327 -0.428 16.943
0.284 -0.549 16.310
0.332 0.217 16.826
0.353 -0.299 17.252
0.369 0.048 16.103
0.332 0.325 16.628
0.299 -0.310 15.873
0.332 -0.359 16.801
0.337 -0.789 17.024
0.237 0.159 16.115
0.354 -0.206 16.746
0.300 -0.420 16.786
0.306 0.039 16.010
0.353 -0.179 16.303
0.337 -0.758 16.786
0.284 -0.789 16.974
0.313 -0.786 16.775
