ID d_V d_I
OGLE-LMC-CEP-0398 51.0183641734457 50.8070642236451
OGLE-LMC-CEP-0400 49.9489754287467 49.9905995810385
OGLE-LMC-CEP-0401 52.6321194002761 52.6643642955928
OGLE-LMC-CEP-0404 49.980032742189 50.0014143842996
OGLE-LMC-CEP-0406 50.9315087050403 51.0102367989681
OGLE-LMC-CEP-0407 51.9244212245444 52.0400613004121
OGLE-LMC-CEP-0408 49.0146029860402 49.1289983471501
OGLE-LMC-CEP-0411 52.1472726623634 52.0511775997422
OGLE-LMC-CEP-0414 47.3821219975445 47.4302468954441
OGLE-LMC-CEP-0422 52.3088257159269 52.0815984689826
OGLE-LMC-CEP-0423 47.3374695572401 47.3142837840306
OGLE-LMC-CEP-0425 52.2266917189499 52.289675884995
OGLE-LMC-CEP-0428 51.0381642752326 51.2340359092305
OGLE-LMC-CEP-0429 49.6018068695273 49.722556390097
OGLE-LMC-CEP-0430 50.4411234622401 50.4646872447484
OGLE-LMC-CEP-0433 47.4547943216856 47.2878355399959
OGLE-LMC-CEP-0436 51.0411736217074 51.043321883419
OGLE-LMC-CEP-0437 50.9295193763368 51.0537447627342
OGLE-LMC-CEP-0438 48.9011390831135 48.8173373084302
OGLE-LMC-CEP-0439 51.3406817639908 51.4631985068079
OGLE-LMC-CEP-0440 50.837032402108 50.9814705347214
OGLE-LMC-CEP-0441 51.9046848441572 51.8171200303341
OGLE-LMC-CEP-0442 48.7419620864497 48.7823754370673
OGLE-LMC-CEP-0443 49.4773465439994 49.6212066029418
OGLE-LMC-CEP-0445 51.5247207678245 51.3860365767632
OGLE-LMC-CEP-0447 51.19371025303 51.152148657069
OGLE-LMC-CEP-0450 50.7091540776528 50.6170518086368
OGLE-LMC-CEP-0451 49.8534367406985 49.9734836486539
OGLE-LMC-CEP-0457 49.8113842970545 49.990816614775
OGLE-LMC-CEP-0458 54.0109336625656 53.9087512636037
OGLE-LMC-CEP-0459 47.8168578241594 47.6986497179902
OGLE-LMC-CEP-0460 49.8086185685341 49.9075405281246
OGLE-LMC-CEP-0462 47.4470194253012 47.4536382290565
OGLE-LMC-CEP-0463 50.7341294361615 50.7291126751081
OGLE-LMC-CEP-0465 50.186730899208 50.2562612037331
OGLE-LMC-CEP-0466 54.8146003740949 54.7018204534493
OGLE-LMC-CEP-0473 48.7606411320502 48.8258067341565
OGLE-LMC-CEP-0475 50.2439483384235 50.1628391366798
OGLE-LMC-CEP-0478 48.471880351831 48.5064103069515
OGLE-LMC-CEP-0479 48.5753927614148 48.7275057021304
OGLE-LMC-CEP-0480 56.6401726480406 56.4473311110687
OGLE-LMC-CEP-0481 47.9837151197486 47.997915298652
OGLE-LMC-CEP-0482 52.8597266882468 52.7731187864734
OGLE-LMC-CEP-0484 48.3013409067749 48.1576722810432
OGLE-LMC-CEP-0486 49.7745809745994 49.7598715866799
OGLE-LMC-CEP-0487 51.9963149597408 52.0679607612567
OGLE-LMC-CEP-0488 51.8394411595284 51.5269096685477
OGLE-LMC-CEP-0490 51.8688511991975 52.0078898435753
OGLE-LMC-CEP-0491 35.3569373374165 35.3427378807189
OGLE-LMC-CEP-0492 50.4573590444352 50.6466090969413
OGLE-LMC-CEP-0494 54.3342626827147 54.1806926280242
OGLE-LMC-CEP-0496 50.0549123530047 49.8549095976973
OGLE-LMC-CEP-0498 48.9385509048669 49.1419104717545
OGLE-LMC-CEP-0499 51.409065903931 51.1524391818776
OGLE-LMC-CEP-0502 51.6773008577851 51.5297574774727
OGLE-LMC-CEP-0505 50.1016571154145 50.018002130511
OGLE-LMC-CEP-0508 50.6577718467292 50.7807467638865
OGLE-LMC-CEP-0513 49.8064056556157 49.8881652331781
OGLE-LMC-CEP-0514 54.1072373378631 54.1061181983287
OGLE-LMC-CEP-0517 53.6427648135424 53.9075252891642
OGLE-LMC-CEP-0518 54.6452358640903 54.6530051377744
OGLE-LMC-CEP-0519 55.32580423058 55.315025513239
OGLE-LMC-CEP-0520 49.9663724766937 50.1271356190631
OGLE-LMC-CEP-0521 51.9298318890396 51.9063383033126
OGLE-LMC-CEP-0522 48.9339357717562 48.9824243953854
OGLE-LMC-CEP-0524 17.4123966331208 16.9839654545323
OGLE-LMC-CEP-0526 51.9969439755283 52.1476292754062
OGLE-LMC-CEP-0529 53.9565128879066 53.9052609278386
OGLE-LMC-CEP-0530 48.2518798278636 48.3097925913942
OGLE-LMC-CEP-0536 51.1907737710045 51.1564846084138
OGLE-LMC-CEP-0537 53.6523632709668 53.6701736987473
OGLE-LMC-CEP-0539 51.3732602906662 51.2530866409996
OGLE-LMC-CEP-0540 46.9364404408712 47.0006434856277
OGLE-LMC-CEP-0541 49.5937714719231 49.6216558066811
OGLE-LMC-CEP-0542 50.859250848635 50.9782202856188
OGLE-LMC-CEP-0543 49.6848187075832 49.6885306483218
OGLE-LMC-CEP-0544 51.1646024383111 51.1761004451116
OGLE-LMC-CEP-0553 51.0884029190883 51.2585146921074
OGLE-LMC-CEP-0554 51.0665898304044 50.7844773474388
OGLE-LMC-CEP-0556 48.8832101716264 48.849531751522
OGLE-LMC-CEP-0557 61.6814470288364 61.7694149968837
OGLE-LMC-CEP-0564 49.6264278857617 49.557418211715
OGLE-LMC-CEP-0565 49.5842163153292 49.8017100499143
OGLE-LMC-CEP-0568 49.632206473243 49.740924692031
OGLE-LMC-CEP-0571 36.4939434895254 36.461989326839
OGLE-LMC-CEP-0572 48.8692937492428 48.9796020243672
OGLE-LMC-CEP-0575 48.7647828354066 48.7787108485479
OGLE-LMC-CEP-0576 49.9534126285386 50.1162741942006
OGLE-LMC-CEP-0580 50.4660208550265 50.5404144038224
OGLE-LMC-CEP-0582 50.1638319092316 50.2474132852605
OGLE-LMC-CEP-0584 32.4453118219352 32.3939883578956
OGLE-LMC-CEP-0588 48.3300097046411 48.478434315315
OGLE-LMC-CEP-0589 52.6095243399993 52.7184411969714
OGLE-LMC-CEP-0591 49.3460220571164 49.4793952214662
OGLE-LMC-CEP-0592 48.207437868797 48.1549878509731
OGLE-LMC-CEP-0593 53.1049786778047 52.6602168990033
OGLE-LMC-CEP-0594 49.2146800287604 49.3166682176141
OGLE-LMC-CEP-0595 51.8207522884432 51.7947771315152
OGLE-LMC-CEP-0596 50.7186563997245 50.8273153835509
OGLE-LMC-CEP-0597 48.4430866991268 48.4461448794082
OGLE-LMC-CEP-0599 49.6307795785621 49.7610169324434
OGLE-LMC-CEP-0600 52.5770091022741 52.5607186822055
OGLE-LMC-CEP-0601 48.5088005040902 48.4960913816676
OGLE-LMC-CEP-0605 52.2939236792178 52.1928731020622
OGLE-LMC-CEP-0606 50.4973879732527 50.7610524356158
OGLE-LMC-CEP-0607 49.5908526001632 49.6617503534203
OGLE-LMC-CEP-0610 50.8239020560102 50.930658204824
OGLE-LMC-CEP-0611 48.9627943582879 48.9333404101985
OGLE-LMC-CEP-0613 52.6802897418695 52.4040706876014
OGLE-LMC-CEP-0615 51.5268378022121 51.5066729386521
OGLE-LMC-CEP-0621 50.1355242069675 50.2544098752984
OGLE-LMC-CEP-0625 50.0040407390984 50.0056040783641
OGLE-LMC-CEP-0626 52.386845035133 52.6335397379618
OGLE-LMC-CEP-0627 47.6974368761945 47.8591124664877
OGLE-LMC-CEP-0628 52.9332859316013 52.951153692427
OGLE-LMC-CEP-0631 52.2620885614145 52.3889263004598
OGLE-LMC-CEP-0632 52.2551110347834 52.3807203753466
OGLE-LMC-CEP-0633 51.234132149454 51.3901341704732
OGLE-LMC-CEP-0637 50.669660445134 50.8116512710368
OGLE-LMC-CEP-0638 48.0057198739042 48.0722631903722
OGLE-LMC-CEP-0639 50.9478371162087 51.1233463283093
OGLE-LMC-CEP-0644 50.1735931940001 50.1433808352976
OGLE-LMC-CEP-0645 51.190098842578 51.205841249012
OGLE-LMC-CEP-0646 53.1249139521093 52.9584934916197
OGLE-LMC-CEP-0647 48.7105617365588 48.8677726141076
OGLE-LMC-CEP-0652 47.3408887682359 47.3658655283567
OGLE-LMC-CEP-0657 52.0643950953039 52.1849233672101
OGLE-LMC-CEP-0658 47.9464981389934 47.8049858236647
OGLE-LMC-CEP-0660 52.5221610366387 52.5661552400936
OGLE-LMC-CEP-0662 51.2265332082752 51.3834967513819
OGLE-LMC-CEP-0663 50.2599283116295 50.2985687572418
OGLE-LMC-CEP-0669 51.301999919056 51.2584170613585
OGLE-LMC-CEP-0671 47.2112309028832 47.359162824816
OGLE-LMC-CEP-0672 47.6123794180876 47.8083221145033
OGLE-LMC-CEP-0673 49.4605648092039 49.5021978848187
OGLE-LMC-CEP-0674 48.5526042159567 48.7450567028892
OGLE-LMC-CEP-0681 50.658732434115 50.1935474757487
OGLE-LMC-CEP-0682 55.5823525877232 55.5303767140283
OGLE-LMC-CEP-0685 50.2748240938031 50.3600928944374
OGLE-LMC-CEP-0686 52.557660666182 52.6131365730539
OGLE-LMC-CEP-0687 50.5980135192565 50.8281798969991
OGLE-LMC-CEP-0688 48.4361113510271 48.423752245253
OGLE-LMC-CEP-0690 49.4021588278763 49.4058793494196
OGLE-LMC-CEP-0693 53.2972610085933 53.1486816626921
OGLE-LMC-CEP-0697 52.4715651392223 52.5854626865646
OGLE-LMC-CEP-0700 49.4436390228196 49.5151549994022
OGLE-LMC-CEP-0701 50.3204229371867 50.276981706489
OGLE-LMC-CEP-0702 54.0638260003486 54.0593555166548
OGLE-LMC-CEP-0707 48.8320757390259 48.7633918768228
OGLE-LMC-CEP-0709 50.1575679570235 50.3034436111221
OGLE-LMC-CEP-0711 52.4118587082928 52.2611539702854
OGLE-LMC-CEP-0713 50.5125801386007 50.6483656721574
OGLE-LMC-CEP-0715 52.5678006041422 52.6688976355802
OGLE-LMC-CEP-0717 51.7508641274297 51.7319091081566
OGLE-LMC-CEP-0718 53.3217619564291 53.4120892181412
OGLE-LMC-CEP-0720 50.9876348881907 51.1709866698894
OGLE-LMC-CEP-0721 54.6320499684432 54.464709426838
OGLE-LMC-CEP-0722 50.6612933695411 50.6289803922356
OGLE-LMC-CEP-0723 52.5563926336225 52.5836567370886
OGLE-LMC-CEP-0728 49.032504603265 49.2471836604313
OGLE-LMC-CEP-0729 48.6758314885324 48.7351892428914
OGLE-LMC-CEP-0730 50.3296977713962 50.496694900323
OGLE-LMC-CEP-0731 49.9146813176903 49.9568433391966
OGLE-LMC-CEP-0736 50.7399301713644 50.8866156676295
OGLE-LMC-CEP-0738 51.8252269625191 51.7747663088765
OGLE-LMC-CEP-0739 49.2500235128676 49.3060699391263
OGLE-LMC-CEP-0744 50.8067648218179 50.9480160237815
OGLE-LMC-CEP-0745 50.1587620596922 50.1968683172705
OGLE-LMC-CEP-0750 48.0190224590184 48.0327072800761
OGLE-LMC-CEP-0752 51.2631054684549 51.3034411100933
OGLE-LMC-CEP-0753 48.7017972267761 48.8672453747905
OGLE-LMC-CEP-0754 51.2057180259428 51.223091835512
OGLE-LMC-CEP-0755 50.8779714240899 50.8926187080806
OGLE-LMC-CEP-0757 52.356359545201 52.4725902326446
OGLE-LMC-CEP-0759 51.0684328306893 50.9294457323878
OGLE-LMC-CEP-0761 48.4315599591342 48.5592197962544
OGLE-LMC-CEP-0762 48.274757180198 48.3574790886247
OGLE-LMC-CEP-0765 51.1197573769977 51.2509110537486
OGLE-LMC-CEP-0767 48.7432150339394 48.6165293289441
OGLE-LMC-CEP-0768 46.5440506183661 46.5755444150477
OGLE-LMC-CEP-0772 49.4397454361395 49.5162709431505
OGLE-LMC-CEP-0773 50.6286000578412 50.7080406681323
OGLE-LMC-CEP-0776 46.2867095627603 46.4719050634321
OGLE-LMC-CEP-0777 49.2816077126408 49.4682446619208
OGLE-LMC-CEP-0778 48.7274178582639 48.7534535297933
OGLE-LMC-CEP-0779 46.3457573912091 46.3486741810834
OGLE-LMC-CEP-0780 48.3523734878681 48.4075735413999
OGLE-LMC-CEP-0783 50.9769614300807 51.0838094700003
OGLE-LMC-CEP-0788 48.9324282416645 48.9583342408187
OGLE-LMC-CEP-0790 49.0768357695527 49.0548770228299
OGLE-LMC-CEP-0791 50.5867969247684 50.71394712117
OGLE-LMC-CEP-0793 49.2749890342473 49.3450570517392
OGLE-LMC-CEP-0794 47.5594102294977 47.6581126063125
OGLE-LMC-CEP-0796 50.7576917777777 50.9036503780067
OGLE-LMC-CEP-0802 51.8233020612118 51.8678672440193
OGLE-LMC-CEP-0804 49.6686992577314 49.696549918644
OGLE-LMC-CEP-0805 51.2429101876791 51.2909900127799
OGLE-LMC-CEP-0806 51.4268562981112 51.3185611247391
OGLE-LMC-CEP-0807 48.3231393927356 48.3538002437271
OGLE-LMC-CEP-0808 52.460943065877 52.6817547627965
OGLE-LMC-CEP-0815 49.2468409931314 49.141295888349
OGLE-LMC-CEP-0818 48.822671840149 48.9361026831151
OGLE-LMC-CEP-0822 50.2668779907064 50.2613310970822
OGLE-LMC-CEP-0823 50.4049623594224 50.4290630290397
OGLE-LMC-CEP-0824 48.836044507348 48.7952118424545
OGLE-LMC-CEP-0825 48.7767160564716 48.8793251549363
OGLE-LMC-CEP-0827 49.1210438834391 49.1790317810665
OGLE-LMC-CEP-0828 49.8506618182797 50.0924939571686
OGLE-LMC-CEP-0829 50.2090653390951 50.2643610594624
OGLE-LMC-CEP-0830 50.8394105461442 51.0005097708773
OGLE-LMC-CEP-0831 49.1123283994182 49.1829303814448
OGLE-LMC-CEP-0833 52.9042826746757 52.9711374319957
OGLE-LMC-CEP-0834 49.3246678415482 49.1509296283021
OGLE-LMC-CEP-0835 40.8977479511306 40.9748975983899
OGLE-LMC-CEP-0837 39.4413212669434 39.6682084692569
OGLE-LMC-CEP-0838 49.7213905060359 49.8523661206467
OGLE-LMC-CEP-0840 49.4593818331175 49.5083636566012
OGLE-LMC-CEP-0842 49.4842861054624 49.5445477102046
OGLE-LMC-CEP-0843 53.4032393216913 53.5219668888138
OGLE-LMC-CEP-0845 50.1622529884454 50.2751919109119
OGLE-LMC-CEP-0846 47.7708897255384 47.7432403007531
OGLE-LMC-CEP-0850 49.8908812798585 49.9679031605264
OGLE-LMC-CEP-0851 49.1929798273969 49.2946461279786
OGLE-LMC-CEP-0852 51.1596923126897 51.2075873162804
OGLE-LMC-CEP-0853 55.8289554412848 55.6235619783669
OGLE-LMC-CEP-0854 48.27814291271 48.4402500300793
OGLE-LMC-CEP-0858 50.1675712968352 50.2049274585878
OGLE-LMC-CEP-0860 50.5307215641479 50.609316820394
OGLE-LMC-CEP-0861 50.1194483259313 50.1083532922855
OGLE-LMC-CEP-0862 42.5852409422422 42.6718841724602
